detection_datetime,transmitter_id,tagging_project_name,species_common_name,species_scientific_name,animal_sex,receiver_project_name,installation_name,station_name,receiver_name,receiver_deployment_longitude,receiver_deployment_latitude,transmitter_sensor_type,transmitter_type,transmitter_estimated_battery_life,transmitter_deployment_longitude,transmitter_deployment_latitude,transmitter_deployment_datetime
9/10/2023 7:01,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 6:59,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 6:58,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 6:55,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 6:54,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 6:52,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 6:48,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 2:52,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 2:40,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 2:38,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 2:37,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 1:50,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 1:10,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:59,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:55,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:53,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:51,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:49,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:47,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:46,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:44,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:42,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:17,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:16,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:14,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:13,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:12,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:08,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
9/10/2023 0:07,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 23:24,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:31,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:30,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:28,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:26,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:24,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:21,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:19,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:17,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:16,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:14,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 21:12,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:48,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:43,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:41,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:39,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:37,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:35,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:34,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:31,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:29,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 20:26,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 10:28,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 10:26,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
8/10/2023 10:24,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 18:42,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 18:40,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 8:13,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 8:11,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 8:09,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 8:07,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 8:06,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 8:04,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 8:03,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
7/10/2023 8:01,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
6/10/2023 19:05,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
6/10/2023 19:04,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:49,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:47,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:44,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:42,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:41,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:40,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:39,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:37,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
5/10/2023 17:36,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
3/10/2023 17:42,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,IMOS Coastal Array Queensland,Jewfish site (Hinchinbrook),VR2AR-549816,146.08516,-18.28706,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
